IMEI,CO2,温度,湿度,取得時間
357864098056037,516,11.3,41.7,2022-01-01 06:40
357864098056037,514,11.3,41.8,2022-01-01 06:45
357864098056037,516,11.3,41.8,2022-01-01 06:50
357864098056037,516,11.3,41.8,2022-01-01 06:55
357864098056037,513,11.3,41.7,2022-01-01 07:00
357864098056037,515,11.3,41.8,2022-01-01 07:05
357864098056037,512,11.3,41.8,2022-01-01 07:10
357864098056037,512,11.3,41.8,2022-01-01 07:15
357864098056037,512,11.3,41.8,2022-01-01 07:20
357864098056037,513,11.3,41.8,2022-01-01 07:25
357864098056037,511,11.3,41.8,2022-01-01 07:30
357864098056037,511,11.3,41.8,2022-01-01 07:35
357864098056037,509,11.3,41.9,2022-01-01 07:40
357864098056037,513,11.3,41.8,2022-01-01 07:45
357864098056037,515,11.3,41.8,2022-01-01 07:50
357864098056037,512,11.3,41.7,2022-01-01 07:55
357864098056037,514,11.3,41.9,2022-01-01 08:00
357864098056037,514,11.3,41.9,2022-01-01 08:05
357864098056037,516,11.3,41.9,2022-01-01 08:10
357864098056037,515,11.2,41.8,2022-01-01 08:15
357864098056037,513,11.3,41.9,2022-01-01 08:20
357864098056037,514,11.2,41.9,2022-01-01 08:25
357864098056037,513,11.2,41.8,2022-01-01 08:30
357864098056037,510,11.3,41.9,2022-01-01 08:35
357864098056037,508,11.2,41.9,2022-01-01 08:40
357864098056037,512,11.2,41.8,2022-01-01 08:45
357864098056037,512,11.3,41.8,2022-01-01 08:50
357864098056037,514,11.3,41.8,2022-01-01 08:55
357864098056037,513,11.2,41.9,2022-01-01 09:00
357864098056037,516,11.3,41.9,2022-01-01 09:05
357864098056037,517,11.3,41.8,2022-01-01 09:10
357864098056037,515,11.3,41.8,2022-01-01 09:15
357864098056037,516,11.3,41.7,2022-01-01 09:20
357864098056037,515,11.3,41.8,2022-01-01 09:25
357864098056037,513,11.3,41.8,2022-01-01 09:30
357864098056037,515,11.3,41.8,2022-01-01 09:36
357864098056037,516,11.3,41.8,2022-01-01 09:41
357864098056037,519,11.3,41.8,2022-01-01 09:46
357864098056037,516,11.3,41.8,2022-01-01 09:51
357864098056037,516,11.3,41.9,2022-01-01 09:56
357864098056037,515,11.3,41.8,2022-01-01 10:01
357864098056037,517,11.3,41.9,2022-01-01 10:06
357864098056037,518,11.3,41.7,2022-01-01 10:11
357864098056037,519,11.3,41.8,2022-01-01 10:16
357864098056037,522,11.3,41.9,2022-01-01 10:21
357864098056037,522,11.3,41.8,2022-01-01 10:26
357864098056037,522,11.3,41.7,2022-01-01 10:31
357864098056037,523,11.3,41.8,2022-01-01 10:36
357864098056037,520,11.4,41.8,2022-01-01 10:41
357864098056037,521,11.3,41.7,2022-01-01 10:46
357864098056037,523,11.3,41.7,2022-01-01 10:51
357864098056037,520,11.3,41.8,2022-01-01 10:56
357864098056037,522,11.3,41.8,2022-01-01 11:01
357864098056037,522,11.3,41.8,2022-01-01 11:06
357864098056037,526,11.3,41.8,2022-01-01 11:11
357864098056037,522,11.3,41.8,2022-01-01 11:16
357864098056037,523,11.3,41.8,2022-01-01 11:21
357864098056037,524,11.4,41.8,2022-01-01 11:26
357864098056037,524,11.4,41.8,2022-01-01 11:31
357864098056037,523,11.3,41.8,2022-01-01 11:36
357864098056037,525,11.4,41.8,2022-01-01 11:41
357864098056037,522,11.3,41.8,2022-01-01 11:46
357864098056037,525,11.4,41.8,2022-01-01 11:51
357864098056037,522,11.4,41.8,2022-01-01 11:56
357864098056037,523,11.4,41.8,2022-01-01 12:01
357864098056037,522,11.4,41.9,2022-01-01 12:06
357864098056037,523,11.4,41.8,2022-01-01 12:11
357864098056037,524,11.4,41.9,2022-01-01 12:16
357864098056037,521,11.4,41.9,2022-01-01 12:21
357864098056037,524,11.4,41.9,2022-01-01 12:26
357864098056037,525,11.4,41.9,2022-01-01 12:31
357864098056037,524,11.4,41.9,2022-01-01 12:36
357864098056037,524,11.4,41.9,2022-01-01 12:41
357864098056037,524,11.4,41.9,2022-01-01 12:46
357864098056037,525,11.4,41.9,2022-01-01 12:51
357864098056037,525,11.4,41.9,2022-01-01 12:56
357864098056037,525,11.4,42.0,2022-01-01 13:01
357864098056037,523,11.4,41.9,2022-01-01 13:06
357864098056037,521,11.3,42.0,2022-01-01 13:11
357864098056037,524,11.4,42.0,2022-01-01 13:17
357864098056037,522,11.4,41.9,2022-01-01 13:22
357864098056037,524,11.4,41.9,2022-01-01 13:27
357864098056037,524,11.4,41.9,2022-01-01 13:32
357864098056037,526,11.4,41.9,2022-01-01 13:37
357864098056037,526,11.4,41.9,2022-01-01 13:42
357864098056037,524,11.4,41.9,2022-01-01 13:47
357864098056037,521,11.4,41.9,2022-01-01 13:52
357864098056037,525,11.4,41.9,2022-01-01 13:57
357864098056037,524,11.4,41.9,2022-01-01 14:02
357864098056037,523,11.4,41.8,2022-01-01 14:07
357864098056037,524,11.4,42.0,2022-01-01 14:12
357864098056037,524,11.4,42.0,2022-01-01 14:17
357864098056037,522,11.4,41.9,2022-01-01 14:22
357864098056037,524,11.4,41.9,2022-01-01 14:27
357864098056037,523,11.4,42.0,2022-01-01 14:32
357864098056037,524,11.4,41.9,2022-01-01 14:37
357864098056037,521,11.5,42.0,2022-01-01 14:42
357864098056037,525,11.4,41.8,2022-01-01 14:47
357864098056037,523,11.4,41.8,2022-01-01 14:52
357864098056037,523,11.4,41.9,2022-01-01 14:57
357864098056037,525,11.4,41.9,2022-01-01 15:02
357864098056037,524,11.4,42.0,2022-01-01 15:07
357864098056037,523,11.4,41.9,2022-01-01 15:12
357864098056037,523,11.5,41.9,2022-01-01 15:17
357864098056037,521,11.4,41.9,2022-01-01 15:22
357864098056037,524,11.4,41.9,2022-01-01 15:27
357864098056037,523,11.5,42.0,2022-01-01 15:32
357864098056037,523,11.5,42.1,2022-01-01 15:37
357864098056037,520,11.4,42.0,2022-01-01 15:42
357864098056037,526,11.5,42.0,2022-01-01 15:47
357864098056037,527,11.4,41.9,2022-01-01 15:52
357864098056037,525,11.4,42.0,2022-01-01 15:57
357864098056037,525,11.4,42.1,2022-01-01 16:02
357864098056037,526,11.5,42.0,2022-01-01 16:07
357864098056037,526,11.5,42.0,2022-01-01 16:12
357864098056037,523,11.5,42.1,2022-01-01 16:17
357864098056037,525,11.5,42.0,2022-01-01 16:22
357864098056037,525,11.5,42.1,2022-01-01 16:27
357864098056037,526,11.5,42.1,2022-01-01 16:32
357864098056037,525,11.5,42.0,2022-01-01 16:37
357864098056037,525,11.5,42.1,2022-01-01 16:42
357864098056037,527,11.5,42.1,2022-01-01 16:47
357864098056037,524,11.5,42.1,2022-01-01 16:53
357864098056037,527,11.5,42.1,2022-01-01 16:58
357864098056037,526,11.5,42.1,2022-01-01 17:03
357864098056037,528,11.5,42.1,2022-01-01 17:08
357864098056037,524,11.5,42.2,2022-01-01 17:13
357864098056037,523,11.5,42.2,2022-01-01 17:18
357864098056037,524,11.5,42.1,2022-01-01 17:23
357864098056037,527,11.5,42.2,2022-01-01 17:28
357864098056037,529,11.5,42.2,2022-01-01 17:33
357864098056037,528,11.5,42.3,2022-01-01 17:38
357864098056037,529,11.5,42.3,2022-01-01 17:43
357864098056037,525,11.5,42.3,2022-01-01 17:48
357864098056037,527,11.5,42.3,2022-01-01 17:53
357864098056037,526,11.5,42.2,2022-01-01 17:58
357864098056037,527,11.5,42.2,2022-01-01 18:03
357864098056037,527,11.5,42.2,2022-01-01 18:08
357864098056037,527,11.5,42.2,2022-01-01 18:13
357864098056037,528,11.5,42.3,2022-01-01 18:18
357864098056037,531,11.5,42.3,2022-01-01 18:23
357864098056037,527,11.5,42.3,2022-01-01 18:28
357864098056037,526,11.5,42.3,2022-01-01 18:33
357864098056037,527,11.5,42.4,2022-01-01 18:38
357864098056037,527,11.5,42.3,2022-01-01 18:43
357864098056037,528,11.5,42.3,2022-01-01 18:48
357864098056037,529,11.5,42.5,2022-01-01 18:53
357864098056037,530,11.5,42.4,2022-01-01 18:58
357864098056037,530,11.5,42.4,2022-01-01 19:03
357864098056037,532,11.5,42.4,2022-01-01 19:08
357864098056037,532,11.5,42.5,2022-01-01 19:13
357864098056037,529,11.5,42.5,2022-01-01 19:18
357864098056037,530,11.5,42.5,2022-01-01 19:23
357864098056037,528,11.5,42.6,2022-01-01 19:28
357864098056037,532,11.5,42.6,2022-01-01 19:33
357864098056037,533,11.5,42.6,2022-01-01 19:38
357864098056037,533,11.5,42.6,2022-01-01 19:43
357864098056037,532,11.5,42.6,2022-01-01 19:48
357864098056037,532,11.5,42.6,2022-01-01 19:53
357864098056037,534,11.5,42.7,2022-01-01 19:58
357864098056037,530,11.5,42.8,2022-01-01 20:03
357864098056037,530,11.5,42.7,2022-01-01 20:08
357864098056037,532,11.5,42.8,2022-01-01 20:13
357864098056037,532,11.4,42.9,2022-01-01 20:18
357864098056037,531,11.5,42.8,2022-01-01 20:23
357864098056037,531,11.5,42.9,2022-01-01 20:29
357864098056037,532,11.4,42.8,2022-01-01 20:34
357864098056037,533,11.4,42.9,2022-01-01 20:39
357864098056037,533,11.5,42.9,2022-01-01 20:44
357864098056037,532,11.5,43.0,2022-01-01 20:49
357864098056037,534,11.5,42.9,2022-01-01 20:54
357864098056037,533,11.5,42.9,2022-01-01 20:59
357864098056037,531,11.5,42.9,2022-01-01 21:04
357864098056037,533,11.4,43.0,2022-01-01 21:09
357864098056037,530,11.5,43.0,2022-01-01 21:14
357864098056037,531,11.5,43.0,2022-01-01 21:19
357864098056037,534,11.4,42.9,2022-01-01 21:24
357864098056037,533,11.4,43.1,2022-01-01 21:29
357864098056037,533,11.5,43.0,2022-01-01 21:34
357864098056037,534,11.5,43.0,2022-01-01 21:39
357864098056037,533,11.4,43.1,2022-01-01 21:44
357864098056037,533,11.4,43.1,2022-01-01 21:49
357864098056037,532,11.5,43.1,2022-01-01 21:54
357864098056037,534,11.5,43.1,2022-01-01 21:59
357864098056037,532,11.4,43.1,2022-01-01 22:04
357864098056037,534,11.4,43.1,2022-01-01 22:09
357864098056037,535,11.4,43.2,2022-01-01 22:14
357864098056037,533,11.4,43.2,2022-01-01 22:19
357864098056037,536,11.4,43.1,2022-01-01 22:24
357864098056037,538,11.4,43.1,2022-01-01 22:29
357864098056037,535,11.4,43.1,2022-01-01 22:34
357864098056037,537,11.4,43.2,2022-01-01 22:39
357864098056037,535,11.4,43.1,2022-01-01 22:44
357864098056037,536,11.4,43.1,2022-01-01 22:49
357864098056037,536,11.4,43.2,2022-01-01 22:54
357864098056037,538,11.4,43.2,2022-01-01 22:59
357864098056037,537,11.4,43.3,2022-01-01 23:04
357864098056037,537,11.4,43.2,2022-01-01 23:09
357864098056037,536,11.4,43.2,2022-01-01 23:14
357864098056037,536,11.4,43.2,2022-01-01 23:19
357864098056037,536,11.4,43.4,2022-01-01 23:24
357864098056037,537,11.4,43.3,2022-01-01 23:29
357864098056037,536,11.4,43.3,2022-01-01 23:34
357864098056037,536,11.4,43.3,2022-01-01 23:39
357864098056037,537,11.4,43.4,2022-01-01 23:44
357864098056037,539,11.4,43.5,2022-01-01 23:49
357864098056037,536,11.4,43.3,2022-01-01 23:54
357864098056037,536,11.4,43.4,2022-01-01 23:59
357864098056037,536,11.4,43.3,2022-01-02 00:05
357864098056037,534,11.4,43.4,2022-01-02 00:10
357864098056037,535,11.4,43.4,2022-01-02 00:15
357864098056037,534,11.4,43.4,2022-01-02 00:20
357864098056037,535,11.4,43.4,2022-01-02 00:25
357864098056037,536,11.4,43.4,2022-01-02 00:30
357864098056037,538,11.4,43.4,2022-01-02 00:35
357864098056037,537,11.4,43.4,2022-01-02 00:40
357864098056037,539,11.4,43.5,2022-01-02 00:45
357864098056037,537,11.4,43.5,2022-01-02 00:50
357864098056037,534,11.4,43.5,2022-01-02 00:55
357864098056037,536,11.4,43.5,2022-01-02 01:00
357864098056037,535,11.4,43.5,2022-01-02 01:05
357864098056037,538,11.4,43.4,2022-01-02 01:10
357864098056037,538,11.4,43.5,2022-01-02 01:15
357864098056037,538,11.4,43.6,2022-01-02 01:20
357864098056037,536,11.3,43.5,2022-01-02 01:25
357864098056037,535,11.4,43.5,2022-01-02 01:30
357864098056037,537,11.4,43.6,2022-01-02 01:35
357864098056037,537,11.4,43.5,2022-01-02 01:40
357864098056037,538,11.4,43.5,2022-01-02 01:45
357864098056037,536,11.3,43.5,2022-01-02 01:50
357864098056037,536,11.3,43.5,2022-01-02 01:55
357864098056037,536,11.3,43.5,2022-01-02 02:00
357864098056037,536,11.3,43.5,2022-01-02 02:05
357864098056037,537,11.4,43.5,2022-01-02 02:10
357864098056037,538,11.3,43.5,2022-01-02 02:15
357864098056037,537,11.3,43.5,2022-01-02 02:20
357864098056037,538,11.3,43.5,2022-01-02 02:25
357864098056037,538,11.3,43.5,2022-01-02 02:30
357864098056037,538,11.3,43.5,2022-01-02 02:35
357864098056037,539,11.3,43.5,2022-01-02 02:40
357864098056037,538,11.3,43.5,2022-01-02 02:45
357864098056037,538,11.3,43.5,2022-01-02 02:50
357864098056037,538,11.3,43.5,2022-01-02 02:55
357864098056037,536,11.3,43.5,2022-01-02 03:00
357864098056037,537,11.3,43.5,2022-01-02 03:05
357864098056037,536,11.3,43.5,2022-01-02 03:10
357864098056037,536,11.3,43.5,2022-01-02 03:15
357864098056037,534,11.3,43.6,2022-01-02 03:20
357864098056037,535,11.3,43.6,2022-01-02 03:25
357864098056037,534,11.3,43.5,2022-01-02 03:30
357864098056037,534,11.3,43.5,2022-01-02 03:35
357864098056037,536,11.3,43.5,2022-01-02 03:41
357864098056037,534,11.3,43.6,2022-01-02 03:46
357864098056037,532,11.3,43.5,2022-01-02 03:51
357864098056037,534,11.3,43.5,2022-01-02 03:56
357864098056037,534,11.3,43.5,2022-01-02 04:01
357864098056037,534,11.3,43.6,2022-01-02 04:06
357864098056037,535,11.3,43.5,2022-01-02 04:11
357864098056037,534,11.3,43.5,2022-01-02 04:16
357864098056037,533,11.3,43.6,2022-01-02 04:21
357864098056037,532,11.3,43.5,2022-01-02 04:26
357864098056037,532,11.3,43.5,2022-01-02 04:31
357864098056037,532,11.3,43.5,2022-01-02 04:36
357864098056037,533,11.3,43.5,2022-01-02 04:41
357864098056037,535,11.3,43.5,2022-01-02 04:46
357864098056037,532,11.3,43.6,2022-01-02 04:51
357864098056037,530,11.3,43.5,2022-01-02 04:56
357864098056037,531,11.2,43.6,2022-01-02 05:01
357864098056037,533,11.2,43.5,2022-01-02 05:06
357864098056037,533,11.3,43.5,2022-01-02 05:11
357864098056037,533,11.3,43.5,2022-01-02 05:16
357864098056037,532,11.3,43.5,2022-01-02 05:21
357864098056037,530,11.2,43.5,2022-01-02 05:26
357864098056037,531,11.2,43.6,2022-01-02 05:31
357864098056037,529,11.2,43.6,2022-01-02 05:36
357864098056037,527,11.2,43.6,2022-01-02 05:41
357864098056037,530,11.2,43.5,2022-01-02 05:46
357864098056037,531,11.2,43.5,2022-01-02 05:51
357864098056037,530,11.2,43.5,2022-01-02 05:56
357864098056037,530,11.2,43.5,2022-01-02 06:01
357864098056037,529,11.2,43.5,2022-01-02 06:06
357864098056037,530,11.3,43.5,2022-01-02 06:11
357864098056037,528,11.2,43.4,2022-01-02 06:16
357864098056037,530,11.2,43.6,2022-01-02 06:21
357864098056037,527,11.2,43.6,2022-01-02 06:26
357864098056037,529,11.2,43.6,2022-01-02 06:31
357864098056037,529,11.2,43.6,2022-01-02 06:36
357864098056037,529,11.2,43.5,2022-01-02 06:41
357864098056037,527,11.2,43.5,2022-01-02 06:46
357864098056037,527,11.2,43.5,2022-01-02 06:51
357864098056037,528,11.2,43.6,2022-01-02 06:56
357864098056037,528,11.2,43.5,2022-01-02 07:01
357864098056037,528,11.2,43.5,2022-01-02 07:06
357864098056037,528,11.2,43.5,2022-01-02 07:11
357864098056037,525,11.2,43.5,2022-01-02 07:16
357864098056037,528,11.2,43.5,2022-01-02 07:22
357864098056037,528,11.2,43.5,2022-01-02 07:27
357864098056037,528,11.2,43.6,2022-01-02 07:32
357864098056037,527,11.2,43.5,2022-01-02 07:37
357864098056037,529,11.2,43.5,2022-01-02 07:42
357864098056037,530,11.2,43.5,2022-01-02 07:47
357864098056037,528,11.2,43.6,2022-01-02 07:52
357864098056037,526,11.2,43.6,2022-01-02 07:57
357864098056037,526,11.2,43.6,2022-01-02 08:02
357864098056037,527,11.2,43.4,2022-01-02 08:07
357864098056037,525,11.2,43.5,2022-01-02 08:12
357864098056037,526,11.2,43.6,2022-01-02 08:17
357864098056037,527,11.2,43.5,2022-01-02 08:22
357864098056037,527,11.2,43.6,2022-01-02 08:27
357864098056037,525,11.2,43.5,2022-01-02 08:32
357864098056037,527,11.2,43.6,2022-01-02 08:37
357864098056037,527,11.2,43.5,2022-01-02 08:42
357864098056037,528,11.2,43.4,2022-01-02 08:47
357864098056037,529,11.2,43.5,2022-01-02 08:52
357864098056037,528,11.2,43.4,2022-01-02 08:57
357864098056037,529,11.2,43.5,2022-01-02 09:02
357864098056037,528,11.3,43.5,2022-01-02 09:07
357864098056037,529,11.3,43.4,2022-01-02 09:12
357864098056037,531,11.3,43.3,2022-01-02 09:17
357864098056037,530,11.3,43.4,2022-01-02 09:22
357864098056037,531,11.3,43.5,2022-01-02 09:27
357864098056037,531,11.3,43.5,2022-01-02 09:32
357864098056037,530,11.3,43.4,2022-01-02 09:37
357864098056037,531,11.3,43.4,2022-01-02 09:42
357864098056037,531,11.3,43.5,2022-01-02 09:47
357864098056037,531,11.3,43.4,2022-01-02 09:52
357864098056037,532,11.3,43.4,2022-01-02 09:57
357864098056037,530,11.3,43.5,2022-01-02 10:02
357864098056037,531,11.3,43.5,2022-01-02 10:07
357864098056037,530,11.3,43.4,2022-01-02 10:12
357864098056037,531,11.3,43.3,2022-01-02 10:17
357864098056037,532,11.3,43.4,2022-01-02 10:22
357864098056037,534,11.3,43.3,2022-01-02 10:27
357864098056037,532,11.3,43.4,2022-01-02 10:32
357864098056037,533,11.3,43.5,2022-01-02 10:37
357864098056037,532,11.3,43.4,2022-01-02 10:42
357864098056037,530,11.3,43.5,2022-01-02 10:47
357864098056037,533,11.3,43.5,2022-01-02 10:52
357864098056037,534,11.3,43.5,2022-01-02 10:58
357864098056037,533,11.3,43.6,2022-01-02 11:03
357864098056037,534,11.3,43.5,2022-01-02 11:08
357864098056037,534,11.3,43.5,2022-01-02 11:13
357864098056037,533,11.3,43.5,2022-01-02 11:18
357864098056037,533,11.3,43.5,2022-01-02 11:23
357864098056037,534,11.3,43.5,2022-01-02 11:28
357864098056037,533,11.3,43.5,2022-01-02 11:33
357864098056037,534,11.3,43.5,2022-01-02 11:38
357864098056037,532,11.3,43.6,2022-01-02 11:43
357864098056037,533,11.4,43.4,2022-01-02 11:48
357864098056037,534,11.3,43.5,2022-01-02 11:53
357864098056037,532,11.3,43.6,2022-01-02 11:58
357864098056037,533,11.3,43.6,2022-01-02 12:03
357864098056037,535,11.3,43.6,2022-01-02 12:08
357864098056037,533,11.3,43.6,2022-01-02 12:13
357864098056037,534,11.3,43.6,2022-01-02 12:18
357864098056037,533,11.3,43.6,2022-01-02 12:23
357864098056037,531,11.3,43.6,2022-01-02 12:28
357864098056037,535,11.3,43.6,2022-01-02 12:33
357864098056037,533,11.4,43.7,2022-01-02 12:38
357864098056037,534,11.3,43.6,2022-01-02 12:43
357864098056037,536,11.4,43.7,2022-01-02 12:48
357864098056037,537,11.3,43.6,2022-01-02 12:53
357864098056037,535,11.4,43.6,2022-01-02 12:58
357864098056037,535,11.4,43.6,2022-01-02 13:03
357864098056037,534,11.4,43.6,2022-01-02 13:08
357864098056037,535,11.4,43.6,2022-01-02 13:13
357864098056037,535,11.4,43.7,2022-01-02 13:18
357864098056037,535,11.4,43.8,2022-01-02 13:23
357864098056037,534,11.4,43.8,2022-01-02 13:28
357864098056037,534,11.4,43.6,2022-01-02 13:33
357864098056037,534,11.5,43.7,2022-01-02 13:38
357864098056037,536,11.4,43.7,2022-01-02 13:43
357864098056037,534,11.5,43.7,2022-01-02 13:48
357864098056037,535,11.4,43.8,2022-01-02 13:53
357864098056037,533,11.5,43.7,2022-01-02 13:58
357864098056037,533,11.4,43.8,2022-01-02 14:03
357864098056037,535,11.4,43.8,2022-01-02 14:08
357864098056037,534,11.4,43.7,2022-01-02 14:13
357864098056037,534,11.5,43.8,2022-01-02 14:18
357864098056037,533,11.5,43.8,2022-01-02 14:23
357864098056037,535,11.5,43.7,2022-01-02 14:28
357864098056037,533,11.5,43.8,2022-01-02 14:34
357864098056037,533,11.4,43.8,2022-01-02 14:39
357864098056037,536,11.5,43.7,2022-01-02 14:44
357864098056037,534,11.5,43.7,2022-01-02 14:49
357864098056037,533,11.5,43.8,2022-01-02 14:54
357864098056037,533,11.5,43.7,2022-01-02 14:59
357864098056037,532,11.5,43.7,2022-01-02 15:04
357864098056037,535,11.5,43.7,2022-01-02 15:09
357864098056037,535,11.5,43.7,2022-01-02 15:14
357864098056037,532,11.5,43.8,2022-01-02 15:19
357864098056037,531,11.5,43.7,2022-01-02 15:24
357864098056037,534,11.5,43.7,2022-01-02 15:29
357864098056037,532,11.5,43.9,2022-01-02 15:34
357864098056037,533,11.5,43.8,2022-01-02 15:39
357864098056037,533,11.5,43.8,2022-01-02 15:44
357864098056037,533,11.5,43.7,2022-01-02 15:49
357864098056037,535,11.5,43.8,2022-01-02 15:54
357864098056037,533,11.5,43.8,2022-01-02 15:59
357864098056037,535,11.5,43.8,2022-01-02 16:04
357864098056037,534,11.5,43.7,2022-01-02 16:09
357864098056037,534,11.5,43.8,2022-01-02 16:14
357864098056037,535,11.5,43.7,2022-01-02 16:19
357864098056037,535,11.6,43.8,2022-01-02 16:24
357864098056037,533,11.5,43.7,2022-01-02 16:29
357864098056037,530,11.5,43.8,2022-01-02 16:34
357864098056037,533,11.5,43.7,2022-01-02 16:39
357864098056037,532,11.5,43.8,2022-01-02 16:44
357864098056037,535,11.5,43.8,2022-01-02 16:49
357864098056037,533,11.5,43.7,2022-01-02 16:54
357864098056037,535,11.5,43.8,2022-01-02 16:59
357864098056037,535,11.6,43.8,2022-01-02 17:04
357864098056037,532,11.5,43.7,2022-01-02 17:09
357864098056037,532,11.6,43.7,2022-01-02 17:14
357864098056037,532,11.6,43.7,2022-01-02 17:19
357864098056037,532,11.6,43.8,2022-01-02 17:24
357864098056037,530,11.6,43.7,2022-01-02 17:29
357864098056037,533,11.6,43.8,2022-01-02 17:34
357864098056037,531,11.6,43.8,2022-01-02 17:39
357864098056037,533,11.5,43.8,2022-01-02 17:44
357864098056037,532,11.5,43.8,2022-01-02 17:49
357864098056037,532,11.5,43.8,2022-01-02 17:54
357864098056037,532,11.6,43.7,2022-01-02 17:59
357864098056037,530,11.6,43.7,2022-01-02 18:04
357864098056037,531,11.6,43.7,2022-01-02 18:10
357864098056037,530,11.6,43.7,2022-01-02 18:15
357864098056037,531,11.6,43.8,2022-01-02 18:20
357864098056037,531,11.6,43.8,2022-01-02 18:25
357864098056037,529,11.6,43.7,2022-01-02 18:30
357864098056037,534,11.6,43.8,2022-01-02 18:35
357864098056037,532,11.6,43.9,2022-01-02 18:40
357864098056037,531,11.6,43.8,2022-01-02 18:45
357864098056037,532,11.6,43.7,2022-01-02 18:50
357864098056037,531,11.6,43.8,2022-01-02 18:55
357864098056037,532,11.6,43.7,2022-01-02 19:00
357864098056037,535,11.6,43.8,2022-01-02 19:05
357864098056037,534,11.6,43.8,2022-01-02 19:10
